Unnamed: 0,Job Title,old description,cleaned_description,Job Description
2366,Database Administrator,job description collaborates consults provides guidance team member u remote location lead dbms related initiative various business lane organization responsible dbms software development life cycle lead proof concept poc ’ evaluate new technology make recommendation lead participates evaluation selection implementation new database management security related tool improve effectiveness security productivity system develops enhances enforces database management system standard best practice guideline ensures quality assurance database deliverable limited conceptual design physical & logical database design data load planning data maintenance retention policy security policy etc engineer automates various task like monitoring capacity planning backup recovery brp solution proposes enhancement improve performance availability reliability system also provides third level technical support internal technical business team design coordinate directs detailed plan installation upgrade dbms product tool qualification 8+ year experience strong dba expertise one rdbms technology combined sharp conceptual analytical thinking ! deep expertise db2 luw working knowledge hadoop related big data technology successful candidate working experience large multi- terabyte system db2 working experience oracle-based system pertains data warehousing environment hands-on advanced trouble-shooting performance tuning knowledge/experience ; understand able define different db2 partitioning strategy ; able provide 3rd 4th level support additional information information kept confidential according eeo guideline,job description collaborate consult provide guidance team member u remote location lead dbms relate initiative business lane organization responsible dbms software development life cycle lead proof concept poc evaluate new technology recommendation lead participate evaluation selection implementation new database management security relate tool improve effectiveness security productivity system develop enhance enforce database management system standard good practice guideline ensure quality assurance database deliverable limited conceptual design physical logical database design datum load planning datum maintenance retention policy security policy etc engineer automate task like monitor capacity plan backup recovery brp solution propose enhancement improve performance availability reliability system provide level technical support internal technical business team design coordinate direct detailed plan installation upgrade dbms product tool qualification year experience strong dba expertise rdbms technology combine sharp conceptual analytical thinking deep expertise luw work knowledge hadoop relate big datum technology successful candidate working experience large terabyte system working experience oracle base system pertain datum warehousing environment hand advanced trouble shoot performance tune knowledge experience understand able define different partitioning strategy able provide level support additional information information keep confidential accord eeo guideline,['performance tune big datum system']
2367,Machine Learning,"Your Profile:
Will demonstrate cross functional interactions with big data engineering, product and reporting teams.
Work on building intelligence to solve business problems on customer engagement & customer experience across BookMyShow applications.
Will Perform data analysis by integrating different data sources.
Will participate and add value throughout data lifecycle - data capturing, model inputs, format and API handshake required.
Will develop deployable models that can be integrated with production systems.
Should understand business and customer challenges and create models to support decision making.
Will be developing advanced statistical models, machine learning methods, data mining ,HDFS MR jobs, Big data streaming, deploying high-end real time solutions,analysing and reporting on various datasets.
Your Checklist:
Passionate about everything around data.
Understanding business problems and addressing them by leveraging BIG data.
Ability to communicate data models in a clear and precise manner.
Building predictive statistics, user behaviour models, supervised & unsupervised machine learning.
Programming ability using R/Octave/Python or equivalent tools.
Hands on SQL experience.
Experience with Map Reduce , Apache streaming, HDFS and NoSQL is a plus.
Working knowledge of technology stack - HDFS, Spark, Flink, NoSQL, AWS, Docker.
3 - 6 years of relevant experience.
Prior expereince of digital analytics/ fraud analytics/ forecast and personalisation is a must.
Statistics majors or equivalent in Operations Research, Applied Mathematics, Physics, Computer science is a MUST.",profile demonstrate cross functional interaction big datum engineering product reporting team work build intelligence solve business problem customer engagement customer experience bookmyshow application perform datum analysis integrate different datum source participate add value datum lifecycle datum capturing model input format api handshake require develop deployable model integrate production system understand business customer challenge create model support decision making develop advanced statistical model machine learning method data mining hdfs mr job big datum streaming deploy high end real time solution analyse report dataset checklist passionate datum understand business problem address leverage big datum ability communicate data model clear precise manner build predictive statistic user behaviour model supervise unsupervised machine learning programming ability r octave python equivalent tool hand sql experience experience map reduce apache streaming hdfs nosql plus work knowledge technology stack hdfs spark flink nosql aws docker year relevant experience prior expereince digital fraud forecast personalisation statistics major equivalent operations research applied mathematics physics computer science,"['datum model big datum', 'datum security big datum', 'big data model deployment', 'big datum telemedicine', 'big datum astronomy']"
2368,Backend Developer,"Expertise in WordPress customization, plugin development.
Development and knowledge of 3rd party API integration.
Well versed in WordPress and WooCommerce.
Theme/Template integration.
Experience in WordPress is mandatory, other CMS/framework experience will be your plus.
Experience with WordPress Theme Development or working on a custom built a site without using any existing template/theme in the market.
Must have a good idea of WordPress Standards.
Plugin/Theme Customization.
Must have an idea about project management tools as well as developing tools likeAsana, Trello, GitHub.
Frontend development skills like CSS, JavaScript, and Jquery will be a good advantage.
Team Player/ Good Communication.
Plugin Development
Job Type: Full-time
Salary: ₹30,000.00 - ₹60,000.00 per month
Experience:
Plugin development: 2 years (Required)
Wordpress backend: 3 years (Preferred)",expertise wordpress customization plugin development development knowledge party api integration verse wordpress woocommerce theme template integration experience wordpress mandatory cms framework experience plus experience wordpress theme development work custom build site exist template theme market good idea wordpress standards plugin theme customization idea project management tool develop tool likeasana trello github frontend development skill like css javascript jquery good advantage team good communication plugin development job type time salary month experience plugin development year required wordpress backend year preferred,"['wordpress', 'template theme']"
2369,Backend Developer,"Java and Springboot Backend Developer
Date: 14-Oct-2020
Location: Bangalore
Company: LTTS
Job Biography
An effective communicator possessing excellent engineering skills and focused on improving overall team utilisation for quality deliverables
Job Purpose
The scope of the role is centred around assigned project, driving productivity improvement with excellent technical solution/tool skills. Responsibilities include design, code development, deployment, guiding team members and interacting with customer team on need basis. Prioritizes, plans and executes the project activities with focus on quality and innovation
Education
Engineering Graduate
Diploma Engineers
Preferred Education
Experience
'3 -7 Years
Certifications
Impact and Influence
Impacts on team productivity by automating routine/regular day-to-day tasks and sharing the same with the team
Impacts technical capability of the team by constantly improving and upgrading technical skills/knowledge to the global standard
Influences the project risk mitigation by maintaining open and clear communication with the internal and external stakeholders
Influences the quality of deliverables by participating in peer reviews
Impacts customer satisfaction with quality solutions and deliverables

Principal Accountabilities (A)
Technical Management
Understands requirements
Understands and interprets the technical requirements as per the project specification
Ensures awareness of local and international standards as well as those required by the customer/project

Technical solution generation
Ensures to provide error free deliverables to agreed specifications, within the assigned time/effort estimated/ planned. Ensures Improvising the performance and scalability of the systems.
Responsible to analyse the issues/challenges in day-to-day tasks and propose/support development of solutions/issue resolution in consultation with Tech Lead/Manager

Skill development and contribution
Keeps abreast of the technical skills/knowledge required for the role and shares knowledge with the team. Provides input to enhance team productivity
Responsible to contribute to presentation, PoC’s to the potential customers and proposals under the guidance of Tech Lead/Manager

Innovation
Responsible to identify new tools/technologies and develop PoC’s or sample prototypes
Project Management
Project planning and execution
Responsible to manage, maintain and monitor the assigned project task according to stipulated standards, practices and milestones
Ensures proper communication/escalation to line manager where required (scope change, dependency, risks)

Project review and reporting
Accountable to participates in peer reviews as required by the company/project policy
Responsible for timely and prompt progress reporting to Tech Lead/Manager as per project plan

Risk identification
Ensure proper communication with customer to avoid issue escalation as and when required in consultation with manager
Responsible to participate in RCA, manage and mitigate/triage the risks/issues in consultation with line manager

Project review and reporting
Responsible to participate in customer/internal project review meetings
Process Management
Process/Productivity improvement
Contribute to best practices, lessons learnt and knowledge management. Assists implement them in team for productivity improvement

Quality awareness and compliance
Responsible to understand, meet quality standards and create records as required by QMS/project
Knowledge management
Responsible to create project and technical documents

Process improvement
Participates in project audits. Provides inputs for process improvements
People Management (In-case handles team)
Team performance
Responsible to supervise day-to-day activities of the team and coach team members in technical and domain areas
Responsible to provide feedback and input to Tech Lead/Manager on the performance of people under supervision to this role
Principal Accountabilities (B)
Leadership Competencies
Analytical Thinking
Technical Understanding
Effective Communication
Adaptability
Team Work
Customer Focus
Execution Effectiveness
Technical Focus Areas
1. 3 to 7+ years of experience in backend development using Java and springboot for web systems
2. Proficient in middleware layer - web services development, Core Java, Server side Enterprise Java, J2EE Servlets, Struts, Ajax, JavaScript and Corticon Business Rule Engine.
3. Excellent analytical, high level and low level design and problem solving skills.
4. Extensive experience in developing, enhancing and maintaining web application.
5. Proficiency in developing secure web applications and server side development using Struts, Spring MVC, JSP, Servlets, Java Beans, JavaScript, Ajax, XML, CSS, HTML, JDBC, Oracle, Microsoft SQL.
6. Expertise in developing distributed applications using J2EE Application Servers such as IBM WebSphere and web servers like Apache Tomcat.
7. Skillful at developing multiple interfaces by reuse of modules using MVC architecture.
Experienced in creating and using Web Services in a SOA with JAX RPC.
8. Experienced in writing Maven scripts to build and deploy Java applications.
9. Expertise in JavaScript, Ajax and ability to analyze using UI development tools like web developer and firebug.
10. Working knowledge on XML Technologies JAXP DOM and SAX parsers .
11. Hands on experience with databases including Oracle, PL/SQL and Microsoft SQL involving stored procedures, triggers, functions, indexes and packages.
12. Hands on the tools such as Eclipse, WSAD, RAD, Toad, Xml Stylus Studio, etc.sign Patterns and code review experience
13. Data base knowledge in Core Java, J2EE, Web Services, Struts, JavaScript, Ajax, Intalio, JSP, Servlets, HTML, JDBC, RDBMS, PL/SQL, Corticon and ANT.
Technical Competencies
Bugzilla
Agile Scrum
Industrial Products
Visual Studio
Code Coverage
Telecommunication and Hi-Tech
CruiseControl
Visio
Building Automation
Configuration Management Tool (ClearCase, Perforce, CVS, SVN, Git, BitBucket)
InstallShield
Webservers (Microsoft Technologies, Java based/Open source)
MS office tools
JavaScript
Java/J2EE
Medical Devices
UML Tools
JIRA + Confluence
JIRA
Eclipse
Apache Maven
Databases (SQLite, MySQL, Postgres, Oracle, MS SQL, Google Firebase. eXtremeDB, NoSQL, MongoDB, etc)
Jenkins
Mobile Development Frameworks (Xamarin, COCOA, PhoneGAP, CORDOVA-Apache, Ionic)
Unit Testing Tools (nUnit, jUnit, MOCKS, Lint)
Dot Net
TFS
Database Design Tools
Waterfall
CMMi
Enterprise Architect
Rally
VS Code
Skills
Bugzilla
Agile Scrum
Industrial Products
Visual Studio
Code Coverage
Telecommunication and Hi-Tech
CruiseControl
Visio
Building Automation
Configuration Management Tool (ClearCase, Perforce, CVS, SVN, Git, BitBucket)
InstallShield
Webservers (Microsoft Technologies, Java based/Open source)
MS office tools
JavaScript
Java/J2EE
Medical Devices
UML Tools
JIRA + Confluence
JIRA
Eclipse
Apache Maven
Databases (SQLite, MySQL, Postgres, Oracle, MS SQL, Google Firebase. eXtremeDB, NoSQL, MongoDB, etc)
Jenkins
Mobile Development Frameworks (Xamarin, COCOA, PhoneGAP, CORDOVA-Apache, Ionic)
Unit Testing Tools (nUnit, jUnit, MOCKS, Lint)
Dot Net
TFS
Waterfall
CMMi
Enterprise Architect
Rally
VS Code
Database Design Tools",java springboot backend developer date location bangalore company ltts job biography effective communicator possess excellent engineering skill focus improve overall team utilisation quality deliverable job purpose scope role centre assign project drive productivity improvement excellent technical solution tool skill responsibility include design code development deployment guide team member interact customer team need basis prioritize plan execute project activity focus quality innovation education engineering graduate diploma engineers preferred education experience year certifications impact influence impact team productivity automate routine regular day day task share team impact technical capability team constantly improve upgrade technical skill knowledge global standard influence project risk mitigation maintain open clear communication internal external stakeholder influence quality deliverable participate peer review impact customer satisfaction quality solution deliverable principal accountabilities technical management understands requirement understand interpret technical requirement project specification ensure awareness local international standard require customer project technical solution generation ensure provide error free deliverable agree specification assign time effort plan ensure improvise performance scalability system responsible analyse issue challenge day day task propose support development solution issue resolution consultation tech lead manager skill development contribution keep abreast technical skill knowledge require role share knowledge team provide input enhance team productivity responsible contribute presentation poc potential customer proposal guidance tech lead manager innovation responsible identify new tool technology develop poc sample prototype project management project planning execution responsible manage maintain monitor assign project task accord stipulated standard practice milestone ensure proper communication escalation line manager require scope change dependency risk project review report accountable participates peer review require company project policy responsible timely prompt progress report tech lead manager project plan risk identification ensure proper communication customer avoid issue escalation require consultation manager responsible participate rca manage mitigate triage risk issue consultation line manager project review report responsible participate customer internal project review meeting process management process productivity improvement contribute good practice lesson learn knowledge management assist implement team productivity improvement quality awareness compliance responsible understand meet quality standard create record require qms project knowledge management responsible create project technical document process improvement participates project audit provide input process improvement people management case handle team team performance responsible supervise day day activity team coach team member technical domain area responsible provide feedback input tech lead manager performance people supervision role principal accountabilities b leadership competencies analytical thinking technical understanding effective communication adaptability team work customer focus execution effectiveness technical focus areas year experience backend development java springboot web system proficient middleware layer web service development core java server enterprise java servlets struts ajax javascript corticon business rule engine excellent analytical high level low level design problem solve skill extensive experience develop enhance maintain web application proficiency develop secure web application server development struts spring mvc jsp servlets java beans javascript ajax xml css html jdbc oracle microsoft sql expertise develop distribute application application servers ibm websphere web server like apache tomcat skillful develop multiple interface reuse module mvc architecture experience create web services soa jax rpc experience write maven script build deploy java application expertise javascript ajax ability analyze ui development tool like web developer firebug work knowledge xml technologies jaxp dom sax parser hand experience database include oracle pl sql microsoft sql involve store procedure trigger function index package hand tool eclipse wsad rad toad xml stylus studio patterns code review experience datum base knowledge core java web services struts javascript ajax intalio jsp servlets html jdbc rdbms pl sql corticon ant technical competencies bugzilla agile scrum industrial products visual studio code coverage telecommunication hi tech cruisecontrol visio building automation configuration management tool clearcase perforce cvs svn git bitbucket installshield webservers microsoft technologies java base open source ms office tool javascript java medical devices uml tools jira confluence jira eclipse apache maven databases sqlite mysql postgres oracle ms sql google firebase extremedb nosql mongodb etc jenkins mobile development frameworks xamarin cocoa phonegap cordova apache ionic unit testing tools nunit junit mocks lint dot net tfs database design tools waterfall cmmi enterprise architect rally vs code skills bugzilla agile scrum industrial products visual studio code coverage telecommunication hi tech cruisecontrol visio building automation configuration management tool clearcase perforce cvs svn git bitbucket installshield webservers microsoft technologies java base open source ms office tool javascript java medical devices uml tools jira confluence jira eclipse apache maven databases sqlite mysql postgres oracle ms sql google firebase extremedb nosql mongodb etc jenkins mobile development frameworks xamarin cocoa phonegap cordova apache ionic unit testing tools nunit junit mocks lint dot net tfs waterfall cmmi enterprise architect rally vs code database design tools,"['project management tool', 'project manager', 'project management', 'project management']"
2370,Java Developer,"We are a IT Training company based in Mumbai-Bandra West.
We need a Programming Faculty, who would have knowledge in the below
C & C++
Python
SQL
Preference would be given to Experienced candidates. Freshers can also apply
The faculty will have to work @ our Bandra West Center.
Our timings are 10am to 7pm ( Monday - Saturday )
Job Types: Full-time, Walk-In
Salary: ₹150,000.00 - ₹250,000.00 per year
Schedule:
Day shift
Experience:
Teaching: 1 year (Preferred)
total work: 1 year (Preferred)
Making lesson Plans: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Language:
English (Preferred)
Work Remotely:
No
Speak with the employer
+91 9152683822",training company base mumbai bandra west need programming faculty knowledge c python sql preference give experienced candidate fresher apply faculty work bandra west center timing pm monday saturday job types time walk salary year schedule day shift experience teaching year preferred total work year preferred make lesson plan year preferred education pass preferred language english preferred work remotely speak employer,[]
2371,Django Developer,"- Experience designing and developing applications on Amazon Web Services or Google Cloud Platform.
- Proficiency in designing, developing, and testing software in one or more of Python, JavaScript, React; open to using and learning multiple languages.
- Hands-on experience with Django, Flask or other Python frameworks.
- Ability to design and consume well-tailored REST-style microservices.
- Experience in Docker, Kubernetes and other microservices tools.
- Experience in DevOps and hosting providers like Heroku and netlify.
- Knowledge of building conversational bots using open source frameworks like RASA is a plus.
Must have skills :
- Python, JavaScript, Django, Flask or other Python frameworks.
Job Type: Full-time
Salary: ₹600,000.00 - ₹800,000.00 per year
Schedule:
Day shift
Experience:
work: 3 years (Required)
total work: 4 years (Required)
Python: 3 years (Required)
Education:
Master's (Preferred)",experience designing develop application amazon web services google cloud platform proficiency designing develop testing software python javascript react open learn multiple language hands experience django flask python framework ability design consume tailor rest style microservice experience docker kubernetes microservice tool experience devops host provider like heroku netlify knowledge build conversational bot open source framework like rasa plus skill python javascript django flask python framework job type time salary year schedule day shift experience work year required total work year required python year required education master preferred,"['python', 'flask', 'flask', 'microservice', 'microservice architecture']"
2372,PHP Developer,"(0-1 year) Freshers + Experienced PHP Programmer job at Nagpur

We do require freshers & experienced candidates to work as Jr/Sr/TL PHP Developer/Programmer at Pragma Softwares, Nagpur.

Job Summary:
Experience: 0-1 year (Good knowledge of PHP or Industrial training or hands-on project experience is compulsory for Freshers)
Education: B.E (Computer/IT), MCA, M.Sc(IT), B.Tech, BCA
Location: Nagpur
Role: Jr/Sr/TL Php Developer
Key skills: Specialization in CMS/Frameworks like Magento, Cake PHP, Zend, WordPress, Drupal, MVC/Core PHP etc.
Salary: Salary as per industry standards & skill set

Job Description:
– Strong OOPS fundamentals & Great PHP skills
– Having a good knowledge of Magento, Cake PHP, Zend, WordPress, Drupal, MVC/Core PHP
– Should know how to handle 3rd party API, Payment gateways, E-commerce, Complex functionality
– Good Communication Skills with Can-do Attitude
– Can Handle Projects Independently
– Dynamic personality & can work independently
– Professional Approach towards work
– Developing and maintaining dynamic websites and web applications

The candidate will be required to work in a team of an organized system. Experience spanning across all phases of Software Development Life Cycle (SDLC) like Feasibility Study, Analysis, Design, Coding, Documentation, Unit testing, and Maintenance.

Hiring Process:
Online test with Multiple-Choice Questions
Shortlisted candidates will be called for Personal & Technical Interview",year freshers experienced php programmer job nagpur require fresher experienced candidate work jr sr tl php developer programmer pragma softwares nagpur job summary experience year good knowledge php industrial training hand project experience compulsory freshers education computer mca bca location nagpur role jr sr tl php developer key skill specialization cms frameworks like magento cake php zend wordpress drupal mvc core php etc salary salary industry standard skill set job description strong oops fundamental great php skill have good knowledge magento cake php zend wordpress drupal mvc core php know handle party api payment gateway e commerce complex functionality good communication skills attitude handle project independently dynamic personality work independently professional approach work develop maintain dynamic website web application candidate require work team organized system experience span phase software development life cycle sdlc like feasibility study analysis design coding documentation unit testing maintenance hire process online test multiple choice questions shortlist candidate call personal technical interview,['php']
2373,iOS Developer,"Platform: MAC OS
Dev Tool: XCode, Interface Builder, Instruments, iPhone Configuration Utility, Application loader, Cocoa XCode
Should be technically sound in Java, C, C++
Should be good in logic & reasoning
Good understanding of OOP concept
Good knowledge of Objective C, Swift 3.0 and 4.0
Should be good in auto layout, story board and core data concept
Should have good communication skill
Should have experience working on complex projects
Minimum qualification:
B.Tech/B.E. (Computer Science/IT/Electronics)
MCA
Computer diploma in development with 3+ years of experience compulsory",platform mac os dev tool xcode interface builder instruments iphone configuration utility application loader cocoa xcode technically sound java c good logic reason good understanding oop concept good knowledge objective c swift good auto layout story board core datum concept good communication skill experience work complex project minimum qualification computer science electronics mca computer diploma development year experience compulsory,[]
2374,Network Administrator,"This specific role is focused on expertise in Public cloud (AWS, Azure, GCP etc.) Infrastructure Operations for managing workload comprising of Windows/Linux virtual instances deployed ensuring processes and standards adherence.
Responsibilities
Install and configure cloud instances and related services.
Ongoing management of client workload deployed in Public cloud (AWS, Azure, GCP etc.)
Infrastructure operations (incident/request) aligned to ITIL process and delivering SLA around availability, RTO, RPO.
Troubleshoot Infrastructure specific issues reported by client.
Maintaining security posture aligned to Industry standards such as ISO27001, SSAE 16 etc.
Cost optimization with effective capacity planning and process optimization.
Automation of routine operational activities.
Reporting and providing insights to Cloud engineering team for optimization cloud solution.
Stakeholder management both internal and external
Exp-1 year-3 years
Location : Sodala, Jaipur
Job Type: Full-time
Salary: ₹10,000.00 - ₹25,000.00 per month
Experience:
3 years: 1 year (Preferred)
Work Remotely:
No",specific role focus expertise public cloud aws azure gcp etc infrastructure operations manage workload comprising windows linux virtual instance deploy ensure process standard adherence responsibility install configure cloud instance related service ongoing management client workload deploy public cloud aws azure gcp etc infrastructure operation incident request align itil process deliver sla availability rto rpo troubleshoot infrastructure specific issue report client maintain security posture align industry standard ssae etc cost optimization effective capacity planning process optimization automation routine operational activity report provide insight cloud engineering team optimization cloud solution stakeholder management internal external year location sodala jaipur job type time salary month experience year year preferred work remotely,"['cloud cost optimization', 'big data workload optimization', 'cloud monitoring optimization', 'google cloud platform gcp', 'cloud cost management']"
2375,DevOps Engineer,"We are looking for Devops Engineers with 1 to 3 Yrs of Experience to our Coimbatore Location

· Extensive experience with CI and build systems

· Significant experience with source code management tools (Git,Bitbucket).

· Experience with Linux shell scripting.

· Hands-on experience in using Docker Containers.

· Expert Hands-On experience in developing, debugging & enriching CI/CD pipelines using Groovy scripting in Jenkins

· Experience with design build & deploy jobs using Git, Bitbucket.

· Experience with build scripts like Ant, Maven.

· Hands on Experience developing automation with Jenkins, Docker.

Job Type: Full-time

Experience:
work: 1 year (Required)
total work: 1 year (Required)
DevOps: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Coimbatore, Tamil Nadu (Preferred)
Application Question:
Please share your Current CTC, Notice Period, Expected CTC
Work Remotely:
No",look devops engineers yrs experience coimbatore location extensive experience ci build system significant experience source code management tool git bitbucket experience linux shell scripting hand experience docker containers expert hand experience develop debug enrich ci cd pipeline groovy scripting jenkins experience design build deploy job git bitbucket experience build script like ant maven hand experience develop automation jenkins docker job type time experience work year required total work year required devops year required education bachelor required location coimbatore tamil nadu preferred application question share current ctc notice period expect ctc work remotely,[]
2376,Network Administrator,"Installing, configuring and maintain servers and networks;
Overseeing system performance and troubleshooting issues;
Creating a backup and safeguarding the data if there are any hindrances;
Performing system upgrades following new releases;
Maintaining internal documentation through Wiki;
Performing account setup;
Sustaining network integrity, server deployment, and security;
Monitoring and maintaining network servers such as file servers, VPN gateways and intrusion detection systems;
For more details call Sathish 9916400200
Job Type: Full-time
Salary: ₹25,000.00 - ₹32,000.00 per month
Schedule:
Flexible shift
Morning shift
Experience:
total work: 5 years (Preferred)
Education:
Bachelor's (Preferred)",instal configure maintain server network oversee system performance troubleshooting issue create backup safeguard datum hindrance perform system upgrade follow new release maintain internal documentation wiki perform account setup sustain network integrity server deployment security monitoring maintain network server file server vpn gateway intrusion detection system detail sathish job type time salary month schedule flexible shift morning shift experience total work year preferred education bachelor preferred,"['network intrusion detection system nid', 'network documentation management system', 'network', 'network monitor system setup', 'network monitoring']"
2378,Django Developer,"Extensive experience with Django and Python
Experience building APIs using a microservice architecture
Experience building unit tests
Understanding of the DevOps culture
Bonus: Kafka (event-driven architecture)

Job Type: Full-time

Salary: ₹20,000.00 - ₹35,000.00 per month

Experience:
total work: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes",extensive experience django python experience build api microservice architecture experience build unit test understanding devops culture bonus kafka event drive architecture job type time salary month experience total work year required education bachelor required work remotely yes,"['microservice architecture', 'microservice', 'software architecture', 'django', 'django']"
2379,Django Developer,"Key Skills: Python,Django,javascript,HTML,CSS3,bootstrap,OOPs,MySQL
Experience: 0 - 1 yr(s)
Freshers can also Apply
Responsibilities :
Write reusable, testable, and efficient code
Design and implement of low-latency, high-availability, and perform-ant applications
Integration of user-facing elements developed by front-end developers with server side logic
Implementation of security and data protection
Integration of data storage solutions
Performance tuning, improvement, balancing, usability, automation
Work collaboratively with design team to understand end user requirements to provide technical solutions and for the implementation of new software features
Why Xbyte
Large exposure in terms of profile
Friendly environment
To work on new technologies
On job training
Fun activities and events
Job Type: Full-time
Pay: ₹12,000.00 - ₹20,000.00 per month
Schedule:
Day shift
Work Remotely:
No",key skill python django javascript html oop mysql experience fresher apply responsibility write reusable testable efficient code design implement low latency high availability perform ant application integration user face element develop end developer server logic implementation security datum protection integration datum storage solution performance tuning improvement balancing usability automation work collaboratively design team understand end user requirement provide technical solution implementation new software feature xbyte large exposure term profile friendly environment work new technology job training fun activity event job type time pay month schedule day shift work remotely,"['datum storage solution', 'datum integration']"
2380,Node js developer,"We are looking for an experienced node js developer who is comfortable with node js, express js, pug, and MySQL.

1 - In-depth understanding of web development
2 - Hands-on development experience using Nodejs, Expressjs, pug, MySQL
3 - Strong knowledge in back-end API's using Nodejs and Expressjs
4 - Basic knowledge of JavaScript frameworks such as Angular, React
5 - Knowledge of how to interact with RESTful APIs and formats (JSON, XML)
6 - Familiarity with database technology such as MySQL, Oracle, and MongoDB
7 - Knowledge of code versioning tools including Git, Bitbucket, and Github

Job Type: Full-time

Salary: ₹12,000.00 - ₹20,000.00 per month

Schedule:
Day shift
Experience:
nodejs: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No",look experienced node js developer comfortable node js express js pug mysql depth understanding web development hands development experience nodejs expressjs pug mysql strong knowledge end api nodejs expressjs basic knowledge javascript framework angular react knowledge interact restful api format json xml familiarity database technology mysql oracle mongodb knowledge code versioning tool include git bitbucket github job type time salary month schedule day shift experience nodejs year preferred total work year preferred education bachelor preferred work remotely,['mysql']
2381,Node js developer,"In depth knowledge of Node.js.
Hands on experience with HTML, CSS, and AJAX.
Development experience designing object oriented JavaScript and SVG.
Applicable knowledge of web libraries and frameworks such as AngularJS, Polymer, and Closure.
Familiarity with the whole web stack, including protocols and web server optimization techniques.
Contribute to team and organizational improvements in process and infrastructure.
Build customer-facing UI and back-end services for payment processing administration and management.
Code, teste and operate node.js based services.
Effectively use tools and ingenuity to identify and fix defects before they become a problem.
Job Type: Full-time

Salary: ₹15,000.00 - ₹40,000.00 per month

Experience:
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No",depth knowledge hand experience html css ajax development experience design object orient javascript svg applicable knowledge web library framework angularjs polymer closure familiarity web stack include protocol web server optimization technique contribute team organizational improvement process infrastructure build customer face ui end service payment processing administration management code teste operate base service effectively use tool ingenuity identify fix defect problem job type time salary month experience total work year preferred education bachelor preferred work remotely,['web development html']
